school_code,category,state,lga,school_name,town,location,school_level,year,set_name,ward,prefix,state_clean,lga_clean,ward_clean,match_type
9060081,PUBLIC,Cross River,BIASSE,PRESBYTARIAN CHURCH OF NIGERIA PRIMARY SCHOOL UMON ISLAND,UMON ISLAND,RURAL,PRIMARY,1976,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060082,PUBLIC,Cross River,BIASSE,PRESBYTARIAN CHURCH OF NIGERIA PRIMARY SCHOOL URUGBAM,URUGBAM,RURAL,PRIMARY,1943,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060083,PRIVATE,Cross River,BIASSE,PRESBYTARIAN CHURCH OF NIGERIA INTERNATIONAL SCHOOL,VILLAGE,RURAL,PRIMARY,2017,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060085,PUBLIC,Cross River,BIASSE,PRISON&39S PRIMARY SCHOOL ADIM PRISON,ADIM,RURAL,PRIMARY,2002,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060086,PRIVATE,Cross River,BIASSE,PURITY NURSERY PRIMARY SCHOOL,AKPET CENTRAL,URBAN,PRIMARY,1997,,,PVT,CR CROSS RIVER,BIASSE,,unknown_fallback
9060086,PRIVATE,Cross River,BIASSE,PURITY NURSERY PRIMARY SCHOOL,AKPET CENTRAL,URBAN,PRIMARY,1997,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060088,PUBLIC,Cross River,BIASSE,SACRED HEART PRIMARY SCHOOL AGWAGUNE,AGWAGUNE,RURAL,PRIMARY,1918,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060090,PUBLIC,Cross River,BIASSE,ST AGNES PRIMARY SCHOOL IPENE,IPENE EREI NORTH,RURAL,PRIMARY,1947,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060091,PUBLIC,Cross River,BIASSE,ST ANTHONY PRIMARY SCHOOL ABAYONG,ABAMBA ABAYONG,RURAL,PRIMARY,1953,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060092,PUBLIC,Cross River,BIASSE,ST AUGUSTINE PRIMARY SCHOOL IDOMA,IDOMA,RURAL,PRIMARY,1947,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060094,PUBLIC,Cross River,BIASSE,ST CYRILS PRIMARY SCHOOL BECHEI,BECHEI UMON-NORTH,RURAL,PRIMARY,1957,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060095,PUBLIC,Cross River,BIASSE,ST DENIS PRIMARY SCHOOL IWURU,IWURU,URBAN,PRIMARY,1942,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060096,PUBLIC,Cross River,BIASSE,ST MARTIN PRIMARY SCHOOL IBINI,IBIN EREI SOUTH,RURAL,PRIMARY,1943,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060097,PUBLIC,Cross River,BIASSE,ST PATRICK PRIMARY SCHOOL ABANWAN,ABANWAN,RURAL,PRIMARY,1947,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060098,PUBLIC,Cross River,BIASSE,ST STEPHEN PRIMARY SCHOOL AGBANGANANG,AGBANG-ANANG,RURAL,PRIMARY,1998,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060099,PUBLIC,Cross River,BIASSE,ST THERESAS PRIMARY SCHOOL AYABA,AYABA,RURAL,PRIMARY,1939,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060101,PRIVATE,Cross River,BIASSE,SUCCESS COMPUTER NURSERY AND PRIMARY SCHOOL,IWURU OBIO NTAN,RURAL,PRIMARY,2010,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060102,PRIVATE,Cross River,BIASSE,TALENT NURSERY AND PRIMARY SCHOOL BETEM,BETEM,RURAL,PRIMARY,2012,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060103,PRIVATE,Cross River,BIASSE,THE APOSTOLIC CHURCH NURSERY AND PRIMARY SCHOOL ADIM,ADIM,RURAL,PRIMARY,2012,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060119,PUBLIC,Cross River,BIASSE,PRESBYTERIAN PRIMARY SCHOOL BETEM,BETEM,RURAL,PRIMARY,1932,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060121,PUBLIC,Cross River,BIASSE,AYIMOR COMMUNITY PRIMARY SCHOOL,UGBEM,RURAL,PRIMARY,2021,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060124,PRIVATE,Cross River,BIASSE,STAN-BEST NURSERY AND PRIMARY SCHOOL HOSPITAL ROAD AKPET CENTRAL,AKPET CENTRAL,URBAN,PRIMARY,1990,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060126,PRIVATE,Cross River,BIASSE,EAGLET INTERNATIONAL NURSERY AND PRIMARY SCHOOL ORIDA,ORIDA,RURAL,PRIMARY,2017,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060127,PRIVATE,Cross River,BIASSE,GLORIOUS INTERNATIONAL MODEL NURSERY AND PRIMARY SCHOOL,BETEM,URBAN,PRIMARY,2008,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060136,PRIVATE,Cross River,BIASSE,CITY OF MIRACLE NURSERY AND PRIMARY SCHOOL OKURIKE,OKURIKE,RURAL,PRIMARY,2017,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060137,PUBLIC,Cross River,BIASSE,GOVERNMENT PRIMARY SCHOOL,AGWAGUNE OLD TOWN,RURAL,PRIMARY,2021,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060139,PRIVATE,Cross River,BIASSE,INSTITUTE OF BASIC STUDIES NURSERY AND PRIMARY SCHOOL EHOM,EHOM VILLAGE,RURAL,PRIMARY,2021,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060140,PUBLIC,Cross River,BIASSE,GOVERNMENT MIGRANT PRIMARY SCHOOL BENE-OBONAMA,BENE-OBONAMA,RURAL,PRIMARY,2021,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
9060142,PRIVATE,Cross River,BIASSE,MT HOLINESS NURSERY PRIMARY SCHOOL EHOM HILLTOP,EHOM CENTRAL,RURAL,PRIMARY,2016,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060145,PRIVATE,Cross River,BIASSE,DIVINE ONE LOVE NURSERY PRIMARY SCHOOL,ORIDA,RURAL,PRIMARY,1997,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060146,PRIVATE,Cross River,BIASSE,LOTT CAREY BABTIST ACADEMY,ORIDA,RURAL,PRIMARY,2017,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060149,PRIVATE,Cross River,BIASSE,APOSTOLIC GLORIOUS ACADEMY,ORIDA,RURAL,PRIMARY,2020,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060150,PRIVATE,Cross River,BIASSE,GLORIOUS VISION SCHOOLS,BETEM,URBAN,PRIMARY,2022,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060157,PRIVATE,Cross River,BIASSE,GREAT PEACE DIVINE ACADEMY,ORIDA,RURAL,PRIMARY,2017,,,PVT,CR CROSS RIVER,BIASSE,,unmatched
9060158,PUBLIC,Cross River,BIASSE,PRESBYTERIAN PRIMARY SCHOOL UTUMA,UTUMA,RURAL,PRIMARY,1935,,,PRY,CR CROSS RIVER,BIASSE,,unmatched
7030122,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL ADIJA,ADIJA,RURAL,PRIMARY ONLY,1976,Adeke,Bar,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,BAR,unmatched
7010039,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL ADOCHI,ADOCHI,RURAL,PRIMARY ONLY,1942,Ado Ekiti,Ekute,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,EKUTE,unmatched
7140125,PRIVATE,BENUE,OBI,HAPPY DAY NURSERY AND PRIMARY SCHOOL ADUM WEST ITO,ADUM WEST ITO,RURAL,PRIMARY,2021,Ado Ekiti,Ekute,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,EKUTE,unmatched
7140028,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL ADUM WEST ITO,ADUM WEST ITO,RURAL,PRIMARY ONLY,1927,Ado Ekiti,Ekute,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,EKUTE,unmatched
7030046,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL AKPANIHO,AKPANIHO,RURAL,PRIMARY ONLY,1976,Akiri,Wuse,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,WUSE,unmatched
7030047,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL AKPANTA,AKPANTA,RURAL,PRIMARY ONLY,1991,Akiri,Wuse,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,WUSE,unmatched
7030187,PRIVATE,BENUE,APA,MATTER CHRISTI NURSERY AND PRIMARY SCHOOL AKPETE,AKPETE,RURAL,PRIMARY,2016,Akoforo,Ndaforo,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,NDAFORO,unmatched
7030123,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL AKPETE,AKPETE,RURAL,PRIMARY ONLY,1952,Akoka,Akoka / Anu-Oluwapo,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKOKA ANU OLUWAPO,unmatched
7030034,PUBLIC,BENUE,APA,IPS PRIMARY SCHOOL ALIFEJI,ALIFETI,RURAL,PRIMARY ONLY,1994,Akute,Ifo 1,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,IFO 1,unmatched
7030092,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL ALIJETI,ALIFETI,RURAL,PRIMARY ONLY,1947,Akute,Akute / Ajuwon,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKUTE AJUWON,unmatched
7010047,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL APA OGBOZU,APA OGBOZU,RURAL,PRIMARY,1954,Amarata,Epie 3,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,EPIE 3,unmatched
7140031,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL EBONG ITO,EBONG ITO,RURAL,PRIMARY ONLY,1976,Chenchen,Ampang B,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,AMPANG B,unmatched
7010072,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL NDUKABI,EKILE,RURAL,PRIMARY ONLY,2004,Effurun,Ohorhe,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OHORHE,unmatched
7030117,PRIVATE,BENUE,APA,OUR LORDS NURSURY AND PRIMARY SCHOOL IDADA,IDADA,RURAL,PRIMARY,2009,Garin Alhaji,Barwo Nasarawo,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,BARWO NASARAWO,unmatched
7030180,PUBLIC,BENUE,APA,RCM SCHOOL IDADA,IDADA,RURAL,PRIMARY ONLY,1942,Garin Alhaji,Birin Fulani West,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,BIRIN FULANI WEST,unmatched
7010033,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL III IGUMALE,IGUMALE,RURAL,PRIMARY,1965,Idanre,Idale-Logbosere,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010101,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL UJEH,IGUMALE,RURAL,PRIMARY ONLY,1979,Idanre,Idale-Logbosere,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010113,PRIVATE,BENUE,ADO,REDEEMERS NURSERY AND PRIMARY ACADEMYIGUMALE,IGUMALE,RURAL,PRIMARY,2008,Idanre,Idale-Logbosere,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010030,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL IGUMALE II,IGUMALE,RURAL,PRIMARY ONLY,1976,Idanre,Idale-Logbosere,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010016,PRIVATE,BENUE,ADO,IGUMALE COMMUNITY SECONDARY SECONDARY,IGUMALE,RURAL,PRIMARY ONLY,2013,Idanre,Idale-Logbosere,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010017,PRIVATE,BENUE,ADO,KINGS KIDS INTERNATIONAL NURSERY AND PRIMARY SCHOOL ACADEMYIGUMALE,IGUMALE,RURAL,PRIMARY,2016,Idanre,Idale-Logbosere,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010013,PRIVATE,BENUE,ADO,GLORIOUS NURSERY AND PRIMARY,IGUMALE,RURAL,PRIMARY,2013,Idanre,Idale-Logbosere,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010012,PRIVATE,BENUE,ADO,GEDS MODEL NURSERY AND PRIMARY SCHOOLIGUMALE,IGUMALE,RURAL,PRIMARY,2016,Idanre,Idale-Logbosere,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010010,PRIVATE,BENUE,ADO,ECWA MODEL NURSERY AND PRIMARY SCHOOL,IGUMALE,RURAL,PRIMARY,1992,Idanre,Idale-Logbosere,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7010025,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL I IGUMALE,IGUMALE,RURAL,PRIMARY,1928,Idanre,Idale-Logbosere,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7140036,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IGWE ITO,IGWE ITO,RURAL,PRIMARY,1960,Idanre,Idale-Logbosere,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,IDALE LOGBOSERE,unmatched
7140071,PRIVATE,BENUE,OBI,LIVING WORD ACADEMY SCHOOL OBARIKE,IJANKE OBARIKE,URBAN,PRIMARY,2016,Idimu,Idimu,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,IDIMU,unmatched
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unmatched
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7030121,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL,IJEGE,RURAL,PRIMARY ONLY,1976,Ido,Akinware,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKINWARE,unknown_fallback
7010046,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL ANMEKA,IJIGBAN,RURAL,PRIMARY ONLY,2000,Idoani,Ifon Ward 2,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IFON  2,unmatched
7010046,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL ANMEKA,IJIGBAN,RURAL,PRIMARY ONLY,2000,Idoani,Ifon Ward 2,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IFON  2,unmatched
7010060,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL IJIGBAN,IJIGBAN,RURAL,PRIMARY,1934,Idoani,Ifon Ward 2,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IFON  2,unmatched
7010077,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL ODUMOKE,IJIGBAN,RURAL,PRIMARY ONLY,1976,Idoani,Ifon Ward 2,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IFON  2,unmatched
7010054,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL EKPUFU,IJIGBAN,RURAL,PRIMARY ONLY,1959,Idoani,Ifon Ward 2,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IFON  2,unmatched
7010061,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL IJIGBAN CENTRE TWO,IJIGBAN,RURAL,PRIMARY ONLY,1970,Idoani,Ifon Ward 2,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IFON  2,unmatched
7010063,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL IJOKORO,IJOKORO,RURAL,PRIMARY ONLY,1976,Idofian,Idofian 1,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,IDOFIAN 1,unmatched
7140039,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL IJOKWE ITO,IJOKWE ITO,RURAL,PRIMARY ONLY,1993,Idofian,Idofian 1,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,IDOFIAN 1,unmatched
7030035,PUBLIC,BENUE,APA,IPS PRIMARY SCHOOL IKOBI,IKOBI,RURAL,PRIMARY ONLY,2010,Igbajo,Igbajo 2,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,IGBAJO 2,unmatched
7030089,PUBLIC,BENUE,APA,METHODIST PRIMARY SCHOOL IKOBI 2,IKOBI,RURAL,PRIMARY,1945,Igbajo,Igbajo 2,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,IGBAJO 2,unmatched
7030009,PUBLIC,BENUE,APA,APS PRIMARY SCHOOL OPE IKOBI,IKOBI,RURAL,PRIMARY ONLY,1991,Igbajo,Igbajo 2,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,IGBAJO 2,unmatched
7030127,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL IKOBI I,IKOBI,RURAL,PRIMARY ONLY,1950,Igbalu,Tonabu / Opopo,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,TONABU OPOPO,unmatched
7030171,PRIVATE,BENUE,APA,WINNERS NURSERY AND PRIMARY SCHOOL,IKOR,RURAL,PRIMARY,2012,Igbogbo,Abosan,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ABOSAN,unmatched
7030128,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL IKOR,IKOR,RURAL,PRIMARY ONLY,1955,Igbogbo,Abosan,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ABOSAN,unmatched
7030151,PRIVATE,BENUE,APA,THE GOOD SHEPHERD NURSERY AND PRIMARY SCHOOL IKOR,IKOR,RURAL,PRIMARY,2012,Igbogbo,Abosan,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ABOSAN,unmatched
7010066,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL IKPOMOLOKPO CENTRE,IKPOMOLOKPO,RURAL,PRIMARY,1948,Ihiala,Ogboro / Ward 5,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OGBORO  5,unmatched
7030058,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL INYAPU,INYAPU,RURAL,PRIMARY ONLY,1997,Ikere Ekiti,Ugele,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,UGELE,unmatched
7030183,PRIVATE,BENUE,APA,ST MICHAEL NURSERY AND PRIMARY SCHOOL INYAPU,INYAPU,RURAL,ECCDE ONLY,2017,Ikere Ekiti,Ugele,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,UGELE,unmatched
7030060,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL KANO,KANO,RURAL,PRIMARY ONLY,2003,Imota,Isiu,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ISIU,unmatched
